generated,arrived,dropped,total_delay,decision_count,decision_time_total_s,loop_avoided,retry_events,drop_no_route,drop_retry_exceeded,pdr,average_delay_s,average_decision_time_s,mode,sim_seconds,decision_interval,packet_interval_s,rounds,arrived_packets,dropped_packets
3007,402,2603,643.6832010635447,0,0.0,42859,0,0,0,0.13368806119055537,0.21420406025409142,0.0,baseline,600,10,0.2,60,402,2603
3007,2346,660,427.0009595984496,60,7.116546271987318,26201,0,0,0,0.7801795809777187,0.1420495540913006,0.11860910453312196,quantum,600,10,0.2,60,2346,660
