generated,arrived,dropped,total_delay,decision_count,decision_time_total_s,loop_avoided,retry_events,drop_no_route,drop_retry_exceeded,pdr,average_delay_s,average_decision_time_s,mode,sim_seconds,decision_interval,packet_interval_s,rounds,arrived_packets,dropped_packets
3002,302,2698,662.9745069455026,0,0.0,45356,0,0,0,0.10059960026648901,0.22099150231516754,0.0,baseline,600,10,0.2,60,302,2698
3002,2341,660,426.40163467575945,60,3.2499563229903288,26166,0,0,0,0.7798134576948701,0.1420865160532354,0.05416593871650548,quantum,600,10,0.2,60,2341,660
