generated,arrived,dropped,total_delay,decision_count,decision_time_total_s,loop_avoided,retry_events,drop_no_route,drop_retry_exceeded,pdr,average_delay_s,average_decision_time_s,mode,seed,sim_seconds,packet_interval_s,burst_start_s,burst_duration_s,burst_multiplier,cache_hits,cache_misses,cache_hit_rate
3600,284,3314,804.8722230332166,0,0.0,54013,0,0,0,0.07888888888888888,0.2236998952287984,0.0,baseline,11,600,0.2,300,60,3.0,0,0,0.0
3600,2805,794,493.9144785610116,60,2.302254071990319,30180,0,0,0,0.7791666666666667,0.1372365875412647,0.03837090119983865,quantum,11,600,0.2,300,60,3.0,43,17,0.7166666666666667
