mode,seed,time_s,in_burst,window_generated,window_arrived,window_dropped,window_pdr,cumulative_generated,cumulative_arrived,cumulative_dropped,cumulative_pdr,queue_depth,cache_hits,cache_misses,cache_hit_rate
baseline,13,360,False,150,0,150,0.0,2400,148,2248,0.06166666666666667,4,0,0,0.0
baseline,13,370,False,50,0,52,0.0,2450,148,2300,0.060408163265306125,2,0,0,0.0
baseline,13,380,False,50,0,50,0.0,2500,148,2350,0.0592,2,0,0,0.0
baseline,13,390,False,50,0,50,0.0,2550,148,2400,0.05803921568627451,2,0,0,0.0
baseline,13,400,False,50,0,50,0.0,2600,148,2450,0.05692307692307692,2,0,0,0.0
baseline,13,410,False,50,0,50,0.0,2650,148,2500,0.05584905660377359,2,0,0,0.0
baseline,13,420,False,50,0,50,0.0,2700,148,2550,0.054814814814814816,2,0,0,0.0
baseline,13,430,False,50,0,50,0.0,2750,148,2600,0.05381818181818182,2,0,0,0.0
baseline,13,440,False,50,0,50,0.0,2800,148,2650,0.05285714285714286,2,0,0,0.0
baseline,13,450,False,50,0,50,0.0,2850,148,2700,0.051929824561403506,2,0,0,0.0
baseline,13,460,False,50,0,50,0.0,2900,148,2750,0.05103448275862069,2,0,0,0.0
baseline,13,470,False,50,0,50,0.0,2950,148,2800,0.05016949152542373,2,0,0,0.0
baseline,13,480,False,50,0,50,0.0,3000,148,2850,0.04933333333333333,2,0,0,0.0
baseline,13,490,False,50,0,50,0.0,3050,148,2900,0.04852459016393443,2,0,0,0.0
baseline,13,500,False,50,0,50,0.0,3100,148,2950,0.04774193548387097,2,0,0,0.0
baseline,13,510,False,50,0,50,0.0,3150,148,3000,0.04698412698412698,2,0,0,0.0
baseline,13,520,False,50,50,1,0.9803921568627451,3200,198,3001,0.061875,1,0,0,0.0
baseline,13,530,False,50,0,49,0.0,3250,198,3050,0.06092307692307692,2,0,0,0.0
baseline,13,540,False,50,0,50,0.0,3300,198,3100,0.06,2,0,0,0.0
baseline,13,550,False,50,0,50,0.0,3350,198,3150,0.0591044776119403,2,0,0,0.0
baseline,13,560,False,50,50,1,0.9803921568627451,3400,248,3151,0.07294117647058823,1,0,0,0.0
baseline,13,570,False,50,0,49,0.0,3450,248,3200,0.07188405797101449,2,0,0,0.0
baseline,13,580,False,50,0,50,0.0,3500,248,3250,0.07085714285714285,2,0,0,0.0
baseline,13,590,False,50,0,50,0.0,3550,248,3300,0.06985915492957746,2,0,0,0.0
baseline,13,600,False,50,0,50,0.0,3600,248,3350,0.06888888888888889,2,0,0,0.0
quantum,13,10,False,50,49,0,1.0,50,49,0,0.98,1,0,1,0.0
quantum,13,20,False,50,50,0,1.0,100,99,0,0.99,1,0,2,0.0
quantum,13,30,False,50,50,0,1.0,150,149,0,0.9933333333333333,1,1,2,0.3333333333333333
quantum,13,40,False,50,50,0,1.0,200,199,0,0.995,1,2,2,0.5
quantum,13,50,False,50,50,0,1.0,250,249,0,0.996,1,3,2,0.6
quantum,13,60,False,50,50,0,1.0,300,299,0,0.9966666666666667,1,4,2,0.6666666666666666
quantum,13,70,False,50,50,0,1.0,350,349,0,0.9971428571428571,1,5,2,0.7142857142857143
quantum,13,80,False,50,50,0,1.0,400,399,0,0.9975,1,6,2,0.75
quantum,13,90,False,50,50,0,1.0,450,449,0,0.9977777777777778,1,6,3,0.6666666666666666
quantum,13,100,False,50,50,0,1.0,500,499,0,0.998,1,7,3,0.7
quantum,13,110,False,50,50,0,1.0,550,549,0,0.9981818181818182,1,7,4,0.6363636363636364
quantum,13,120,False,50,50,0,1.0,600,599,0,0.9983333333333333,1,8,4,0.6666666666666666
quantum,13,130,False,50,50,0,1.0,650,649,0,0.9984615384615385,1,9,4,0.6923076923076923
quantum,13,140,False,50,50,0,1.0,700,699,0,0.9985714285714286,1,9,5,0.6428571428571429
quantum,13,150,False,50,50,0,1.0,750,749,0,0.9986666666666667,1,10,5,0.6666666666666666
quantum,13,160,False,50,50,0,1.0,800,799,0,0.99875,1,10,6,0.625
quantum,13,170,False,50,40,9,0.8163265306122449,850,839,9,0.9870588235294118,2,10,7,0.5882352941176471
quantum,13,180,False,50,0,50,0.0,900,839,59,0.9322222222222222,2,10,8,0.5555555555555556
quantum,13,190,False,50,0,50,0.0,950,839,109,0.8831578947368421,2,11,8,0.5789473684210527
quantum,13,200,False,50,0,50,0.0,1000,839,159,0.839,2,11,9,0.55
quantum,13,210,False,50,0,50,0.0,1050,839,209,0.799047619047619,2,12,9,0.5714285714285714
quantum,13,220,False,50,0,50,0.0,1100,839,259,0.7627272727272727,2,13,9,0.5909090909090909
quantum,13,230,False,50,0,50,0.0,1150,839,309,0.7295652173913043,2,14,9,0.6086956521739131
quantum,13,240,False,50,0,50,0.0,1200,839,359,0.6991666666666667,2,15,9,0.625
quantum,13,250,False,50,0,50,0.0,1250,839,409,0.6712,2,16,9,0.64
quantum,13,260,False,50,0,50,0.0,1300,839,459,0.6453846153846153,2,17,9,0.6538461538461539
quantum,13,270,False,50,0,50,0.0,1350,839,509,0.6214814814814815,2,18,9,0.6666666666666666
quantum,13,280,False,50,0,50,0.0,1400,839,559,0.5992857142857143,2,19,9,0.6785714285714286
quantum,13,290,False,50,0,50,0.0,1450,839,609,0.5786206896551724,2,20,9,0.6896551724137931
quantum,13,300,True,50,0,50,0.0,1500,839,659,0.5593333333333333,2,21,9,0.7
quantum,13,310,True,150,83,66,0.5570469798657718,1650,922,725,0.5587878787878788,3,22,9,0.7096774193548387
quantum,13,320,True,150,149,2,0.9867549668874173,1800,1071,727,0.595,2,22,10,0.6875
quantum,13,330,True,150,134,16,0.8933333333333333,1950,1205,743,0.617948717948718,2,23,10,0.696969696969697
quantum,13,340,True,150,151,0,1.0,2100,1356,743,0.6457142857142857,1,24,10,0.7058823529411765
quantum,13,350,True,150,133,16,0.8926174496644296,2250,1489,759,0.6617777777777778,2,25,10,0.7142857142857143
quantum,13,360,False,150,149,1,0.9933333333333333,2400,1638,760,0.6825,2,25,11,0.6944444444444444
quantum,13,370,False,50,51,0,1.0,2450,1689,760,0.6893877551020409,1,25,12,0.6756756756756757
quantum,13,380,False,50,50,0,1.0,2500,1739,760,0.6956,1,26,12,0.6842105263157895
quantum,13,390,False,50,50,0,1.0,2550,1789,760,0.7015686274509804,1,26,13,0.6666666666666666
quantum,13,400,False,50,50,0,1.0,2600,1839,760,0.7073076923076923,1,27,13,0.675
quantum,13,410,False,50,50,0,1.0,2650,1889,760,0.7128301886792453,1,27,14,0.6585365853658537
quantum,13,420,False,50,50,0,1.0,2700,1939,760,0.7181481481481482,1,28,14,0.6666666666666666
quantum,13,430,False,50,50,0,1.0,2750,1989,760,0.7232727272727273,1,28,15,0.6511627906976745
quantum,13,440,False,50,50,0,1.0,2800,2039,760,0.7282142857142857,1,29,15,0.6590909090909091
quantum,13,450,False,50,50,0,1.0,2850,2089,760,0.7329824561403508,1,30,15,0.6666666666666666
quantum,13,460,False,50,50,0,1.0,2900,2139,760,0.7375862068965517,1,30,16,0.6521739130434783
quantum,13,470,False,50,50,0,1.0,2950,2189,760,0.7420338983050847,1,30,17,0.6382978723404256
quantum,13,480,False,50,50,0,1.0,3000,2239,760,0.7463333333333333,1,31,17,0.6458333333333334
quantum,13,490,False,50,50,0,1.0,3050,2289,760,0.7504918032786885,1,32,17,0.6530612244897959
quantum,13,500,False,50,50,0,1.0,3100,2339,760,0.7545161290322581,1,33,17,0.66
quantum,13,510,False,50,50,0,1.0,3150,2389,760,0.7584126984126984,1,34,17,0.6666666666666666
quantum,13,520,False,50,50,0,1.0,3200,2439,760,0.7621875,1,35,17,0.6730769230769231
quantum,13,530,False,50,50,0,1.0,3250,2489,760,0.7658461538461538,1,36,17,0.6792452830188679
quantum,13,540,False,50,50,0,1.0,3300,2539,760,0.7693939393939394,1,37,17,0.6851851851851852
quantum,13,550,False,50,50,0,1.0,3350,2589,760,0.7728358208955224,1,38,17,0.6909090909090909
quantum,13,560,False,50,50,0,1.0,3400,2639,760,0.7761764705882352,1,39,17,0.6964285714285714
quantum,13,570,False,50,50,0,1.0,3450,2689,760,0.7794202898550725,1,40,17,0.7017543859649122
quantum,13,580,False,50,50,0,1.0,3500,2739,760,0.7825714285714286,1,41,17,0.7068965517241379
quantum,13,590,False,50,50,0,1.0,3550,2789,760,0.7856338028169014,1,42,17,0.711864406779661
quantum,13,600,False,50,50,0,1.0,3600,2839,760,0.7886111111111112,1,43,17,0.7166666666666667
