mode,seed,time_s,in_burst,window_generated,window_arrived,window_dropped,window_pdr,cumulative_generated,cumulative_arrived,cumulative_dropped,cumulative_pdr,queue_depth,cache_hits,cache_misses,cache_hit_rate
baseline,17,10,False,50,0,48,0.0,50,0,48,0.0,2,0,0,0.0
baseline,17,20,False,50,0,50,0.0,100,0,98,0.0,2,0,0,0.0
baseline,17,30,False,50,0,50,0.0,150,0,148,0.0,2,0,0,0.0
baseline,17,40,False,50,0,50,0.0,200,0,198,0.0,2,0,0,0.0
baseline,17,50,False,50,0,50,0.0,250,0,248,0.0,2,0,0,0.0
baseline,17,60,False,50,0,50,0.0,300,0,298,0.0,2,0,0,0.0
baseline,17,70,False,50,49,1,0.98,350,49,299,0.14,2,0,0,0.0
baseline,17,80,False,50,0,50,0.0,400,49,349,0.1225,2,0,0,0.0
baseline,17,90,False,50,0,50,0.0,450,49,399,0.10888888888888888,2,0,0,0.0
baseline,17,100,False,50,0,50,0.0,500,49,449,0.098,2,0,0,0.0
baseline,17,110,False,50,0,50,0.0,550,49,499,0.0890909090909091,2,0,0,0.0
baseline,17,120,False,50,0,50,0.0,600,49,549,0.08166666666666667,2,0,0,0.0
baseline,17,130,False,50,0,50,0.0,650,49,599,0.07538461538461538,2,0,0,0.0
baseline,17,140,False,50,0,50,0.0,700,49,649,0.07,2,0,0,0.0
baseline,17,150,False,50,0,50,0.0,750,49,699,0.06533333333333333,2,0,0,0.0
baseline,17,160,False,50,0,50,0.0,800,49,749,0.06125,2,0,0,0.0
baseline,17,170,False,50,0,50,0.0,850,49,799,0.05764705882352941,2,0,0,0.0
baseline,17,180,False,50,0,50,0.0,900,49,849,0.05444444444444444,2,0,0,0.0
baseline,17,190,False,50,0,50,0.0,950,49,899,0.05157894736842105,2,0,0,0.0
baseline,17,200,False,50,0,50,0.0,1000,49,949,0.049,2,0,0,0.0
baseline,17,210,False,50,0,50,0.0,1050,49,999,0.04666666666666667,2,0,0,0.0
