generated,arrived,dropped,total_delay,decision_count,decision_time_total_s,loop_avoided,retry_events,drop_no_route,drop_retry_exceeded,pdr,average_delay_s,average_decision_time_s,mode,sim_seconds,decision_interval,packet_interval_s,rounds,arrived_packets,dropped_packets
3001,301,2698,662.8208950250865,0,0.0,45346,0,0,0,0.10029990003332223,0.22101396966491715,0.0,baseline,600,10,0.2,60,301,2698
3001,2340,660,426.2817696912215,60,3.813512633983919,26159,0,0,0,0.7797400866377874,0.14209392323040715,0.06355854389973198,quantum,600,10,0.2,60,2340,660
