generated,arrived,dropped,total_delay,decision_count,decision_time_total_s,loop_avoided,retry_events,drop_no_route,drop_retry_exceeded,pdr,average_delay_s,average_decision_time_s,mode,sim_seconds,decision_interval,packet_interval_s,rounds,arrived_packets,dropped_packets
3003,150,2851,679.30696073588,0,0.0,45232,0,0,0,0.04995004995004995,0.22636020017856714,0.0,baseline,600,10,0.2,60,150,2851
3003,2342,660,426.5214996602975,60,7.862372973009769,26173,0,0,0,0.7798867798867799,0.1420791138108919,0.1310395495501628,quantum,600,10,0.2,60,2342,660
