mode,seed,time_s,in_burst,window_generated,window_arrived,window_dropped,window_pdr,cumulative_generated,cumulative_arrived,cumulative_dropped,cumulative_pdr,queue_depth,cache_hits,cache_misses,cache_hit_rate
baseline,11,450,False,50,49,1,0.98,2850,283,2565,0.0992982456140351,2,0,0,0.0
baseline,11,460,False,50,1,49,0.02,2900,284,2614,0.09793103448275862,2,0,0,0.0
baseline,11,470,False,50,0,50,0.0,2950,284,2664,0.09627118644067796,2,0,0,0.0
baseline,11,480,False,50,0,50,0.0,3000,284,2714,0.09466666666666666,2,0,0,0.0
baseline,11,490,False,50,0,50,0.0,3050,284,2764,0.09311475409836066,2,0,0,0.0
baseline,11,500,False,50,0,50,0.0,3100,284,2814,0.09161290322580645,2,0,0,0.0
baseline,11,510,False,50,0,50,0.0,3150,284,2864,0.09015873015873016,2,0,0,0.0
baseline,11,520,False,50,0,50,0.0,3200,284,2914,0.08875,2,0,0,0.0
baseline,11,530,False,50,0,50,0.0,3250,284,2964,0.08738461538461538,2,0,0,0.0
baseline,11,540,False,50,0,50,0.0,3300,284,3014,0.08606060606060606,2,0,0,0.0
baseline,11,550,False,50,0,50,0.0,3350,284,3064,0.08477611940298507,2,0,0,0.0
baseline,11,560,False,50,0,50,0.0,3400,284,3114,0.08352941176470588,2,0,0,0.0
baseline,11,570,False,50,0,50,0.0,3450,284,3164,0.08231884057971015,2,0,0,0.0
baseline,11,580,False,50,0,50,0.0,3500,284,3214,0.08114285714285714,2,0,0,0.0
baseline,11,590,False,50,0,50,0.0,3550,284,3264,0.08,2,0,0,0.0
baseline,11,600,False,50,0,50,0.0,3600,284,3314,0.07888888888888888,2,0,0,0.0
quantum,11,10,False,50,49,0,1.0,50,49,0,0.98,1,0,1,0.0
quantum,11,20,False,50,50,0,1.0,100,99,0,0.99,1,0,2,0.0
quantum,11,30,False,50,50,0,1.0,150,149,0,0.9933333333333333,1,1,2,0.3333333333333333
quantum,11,40,False,50,50,0,1.0,200,199,0,0.995,1,2,2,0.5
quantum,11,50,False,50,50,0,1.0,250,249,0,0.996,1,3,2,0.6
quantum,11,60,False,50,50,0,1.0,300,299,0,0.9966666666666667,1,4,2,0.6666666666666666
quantum,11,70,False,50,50,0,1.0,350,349,0,0.9971428571428571,1,5,2,0.7142857142857143
quantum,11,80,False,50,50,0,1.0,400,399,0,0.9975,1,6,2,0.75
quantum,11,90,False,50,50,0,1.0,450,449,0,0.9977777777777778,1,6,3,0.6666666666666666
quantum,11,100,False,50,50,0,1.0,500,499,0,0.998,1,7,3,0.7
quantum,11,110,False,50,50,0,1.0,550,549,0,0.9981818181818182,1,7,4,0.6363636363636364
quantum,11,120,False,50,50,0,1.0,600,599,0,0.9983333333333333,1,8,4,0.6666666666666666
quantum,11,130,False,50,50,0,1.0,650,649,0,0.9984615384615385,1,9,4,0.6923076923076923
quantum,11,140,False,50,50,0,1.0,700,699,0,0.9985714285714286,1,9,5,0.6428571428571429
quantum,11,150,False,50,50,0,1.0,750,749,0,0.9986666666666667,1,10,5,0.6666666666666666
quantum,11,160,False,50,50,0,1.0,800,799,0,0.99875,1,10,6,0.625
quantum,11,170,False,50,40,9,0.8163265306122449,850,839,9,0.9870588235294118,2,10,7,0.5882352941176471
quantum,11,180,False,50,0,50,0.0,900,839,59,0.9322222222222222,2,10,8,0.5555555555555556
quantum,11,190,False,50,0,50,0.0,950,839,109,0.8831578947368421,2,11,8,0.5789473684210527
quantum,11,200,False,50,0,50,0.0,1000,839,159,0.839,2,11,9,0.55
quantum,11,210,False,50,0,50,0.0,1050,839,209,0.799047619047619,2,12,9,0.5714285714285714
quantum,11,220,False,50,0,50,0.0,1100,839,259,0.7627272727272727,2,13,9,0.5909090909090909
quantum,11,230,False,50,0,50,0.0,1150,839,309,0.7295652173913043,2,14,9,0.6086956521739131
quantum,11,240,False,50,0,50,0.0,1200,839,359,0.6991666666666667,2,15,9,0.625
quantum,11,250,False,50,0,50,0.0,1250,839,409,0.6712,2,16,9,0.64
quantum,11,260,False,50,0,50,0.0,1300,839,459,0.6453846153846153,2,17,9,0.6538461538461539
quantum,11,270,False,50,0,50,0.0,1350,839,509,0.6214814814814815,2,18,9,0.6666666666666666
quantum,11,280,False,50,0,50,0.0,1400,839,559,0.5992857142857143,2,19,9,0.6785714285714286
quantum,11,290,False,50,0,50,0.0,1450,839,609,0.5786206896551724,2,20,9,0.6896551724137931
quantum,11,300,True,50,0,50,0.0,1500,839,659,0.5593333333333333,2,21,9,0.7
quantum,11,310,True,150,100,50,0.6666666666666666,1650,939,709,0.5690909090909091,2,22,9,0.7096774193548387
quantum,11,320,True,150,149,1,0.9933333333333333,1800,1088,710,0.6044444444444445,2,22,10,0.6875
quantum,11,330,True,150,117,33,0.78,1950,1205,743,0.617948717948718,2,23,10,0.696969696969697
quantum,11,340,True,150,117,34,0.7748344370860927,2100,1322,777,0.6295238095238095,1,24,10,0.7058823529411765
quantum,11,350,True,150,133,17,0.8866666666666667,2250,1455,794,0.6466666666666666,1,25,10,0.7142857142857143
quantum,11,360,False,150,150,0,1.0,2400,1605,794,0.66875,1,25,11,0.6944444444444444
quantum,11,370,False,50,50,0,1.0,2450,1655,794,0.6755102040816326,1,25,12,0.6756756756756757
quantum,11,380,False,50,50,0,1.0,2500,1705,794,0.682,1,26,12,0.6842105263157895
quantum,11,390,False,50,50,0,1.0,2550,1755,794,0.6882352941176471,1,26,13,0.6666666666666666
quantum,11,400,False,50,50,0,1.0,2600,1805,794,0.6942307692307692,1,27,13,0.675
quantum,11,410,False,50,50,0,1.0,2650,1855,794,0.7,1,27,14,0.6585365853658537
quantum,11,420,False,50,50,0,1.0,2700,1905,794,0.7055555555555556,1,28,14,0.6666666666666666
quantum,11,430,False,50,50,0,1.0,2750,1955,794,0.7109090909090909,1,28,15,0.6511627906976745
quantum,11,440,False,50,50,0,1.0,2800,2005,794,0.7160714285714286,1,29,15,0.6590909090909091
quantum,11,450,False,50,50,0,1.0,2850,2055,794,0.7210526315789474,1,30,15,0.6666666666666666
quantum,11,460,False,50,50,0,1.0,2900,2105,794,0.7258620689655172,1,30,16,0.6521739130434783
quantum,11,470,False,50,50,0,1.0,2950,2155,794,0.7305084745762712,1,30,17,0.6382978723404256
quantum,11,480,False,50,50,0,1.0,3000,2205,794,0.735,1,31,17,0.6458333333333334
quantum,11,490,False,50,50,0,1.0,3050,2255,794,0.739344262295082,1,32,17,0.6530612244897959
quantum,11,500,False,50,50,0,1.0,3100,2305,794,0.7435483870967742,1,33,17,0.66
quantum,11,510,False,50,50,0,1.0,3150,2355,794,0.7476190476190476,1,34,17,0.6666666666666666
quantum,11,520,False,50,50,0,1.0,3200,2405,794,0.7515625,1,35,17,0.6730769230769231
quantum,11,530,False,50,50,0,1.0,3250,2455,794,0.7553846153846154,1,36,17,0.6792452830188679
quantum,11,540,False,50,50,0,1.0,3300,2505,794,0.759090909090909,1,37,17,0.6851851851851852
quantum,11,550,False,50,50,0,1.0,3350,2555,794,0.7626865671641792,1,38,17,0.6909090909090909
quantum,11,560,False,50,50,0,1.0,3400,2605,794,0.7661764705882353,1,39,17,0.6964285714285714
quantum,11,570,False,50,50,0,1.0,3450,2655,794,0.7695652173913043,1,40,17,0.7017543859649122
quantum,11,580,False,50,50,0,1.0,3500,2705,794,0.7728571428571429,1,41,17,0.7068965517241379
quantum,11,590,False,50,50,0,1.0,3550,2755,794,0.776056338028169,1,42,17,0.711864406779661
quantum,11,600,False,50,50,0,1.0,3600,2805,794,0.7791666666666667,1,43,17,0.7166666666666667
