mode,seed,time_s,in_burst,window_generated,window_arrived,window_dropped,window_pdr,cumulative_generated,cumulative_arrived,cumulative_dropped,cumulative_pdr,queue_depth,cache_hits,cache_misses,cache_hit_rate
quantum,19,60,False,50,50,0,1.0,300,299,0,0.9966666666666667,1,4,2,0.6666666666666666
quantum,19,70,False,50,50,0,1.0,350,349,0,0.9971428571428571,1,5,2,0.7142857142857143
quantum,19,80,False,50,50,0,1.0,400,399,0,0.9975,1,6,2,0.75
quantum,19,90,False,50,50,0,1.0,450,449,0,0.9977777777777778,1,6,3,0.6666666666666666
quantum,19,100,False,50,50,0,1.0,500,499,0,0.998,1,7,3,0.7
quantum,19,110,False,50,50,0,1.0,550,549,0,0.9981818181818182,1,7,4,0.6363636363636364
quantum,19,120,False,50,50,0,1.0,600,599,0,0.9983333333333333,1,8,4,0.6666666666666666
quantum,19,130,False,50,50,0,1.0,650,649,0,0.9984615384615385,1,9,4,0.6923076923076923
quantum,19,140,False,50,50,0,1.0,700,699,0,0.9985714285714286,1,9,5,0.6428571428571429
quantum,19,150,False,50,50,0,1.0,750,749,0,0.9986666666666667,1,10,5,0.6666666666666666
quantum,19,160,False,50,50,0,1.0,800,799,0,0.99875,1,10,6,0.625
quantum,19,170,False,50,40,9,0.8163265306122449,850,839,9,0.9870588235294118,2,10,7,0.5882352941176471
quantum,19,180,False,50,0,50,0.0,900,839,59,0.9322222222222222,2,10,8,0.5555555555555556
quantum,19,190,False,50,0,50,0.0,950,839,109,0.8831578947368421,2,11,8,0.5789473684210527
quantum,19,200,False,50,0,50,0.0,1000,839,159,0.839,2,11,9,0.55
quantum,19,210,False,50,0,50,0.0,1050,839,209,0.799047619047619,2,12,9,0.5714285714285714
quantum,19,220,False,50,0,50,0.0,1100,839,259,0.7627272727272727,2,13,9,0.5909090909090909
quantum,19,230,False,50,0,50,0.0,1150,839,309,0.7295652173913043,2,14,9,0.6086956521739131
quantum,19,240,False,50,0,50,0.0,1200,839,359,0.6991666666666667,2,15,9,0.625
quantum,19,250,False,50,0,50,0.0,1250,839,409,0.6712,2,16,9,0.64
quantum,19,260,False,50,0,50,0.0,1300,839,459,0.6453846153846153,2,17,9,0.6538461538461539
quantum,19,270,False,50,0,50,0.0,1350,839,509,0.6214814814814815,2,18,9,0.6666666666666666
quantum,19,280,False,50,0,50,0.0,1400,839,559,0.5992857142857143,2,19,9,0.6785714285714286
quantum,19,290,False,50,0,50,0.0,1450,839,609,0.5786206896551724,2,20,9,0.6896551724137931
quantum,19,300,True,50,0,50,0.0,1500,839,659,0.5593333333333333,2,21,9,0.7
quantum,19,310,True,150,100,50,0.6666666666666666,1650,939,709,0.5690909090909091,2,22,9,0.7096774193548387
quantum,19,320,True,150,132,17,0.8859060402684564,1800,1071,726,0.595,3,22,10,0.6875
quantum,19,330,True,150,134,18,0.881578947368421,1950,1205,744,0.617948717948718,1,23,10,0.696969696969697
quantum,19,340,True,150,117,32,0.785234899328859,2100,1322,776,0.6295238095238095,2,24,10,0.7058823529411765
quantum,19,350,True,150,134,17,0.8874172185430463,2250,1456,793,0.6471111111111111,1,25,10,0.7142857142857143
quantum,19,360,False,150,149,0,1.0,2400,1605,793,0.66875,2,25,11,0.6944444444444444
quantum,19,370,False,50,51,0,1.0,2450,1656,793,0.6759183673469388,1,25,12,0.6756756756756757
quantum,19,380,False,50,50,0,1.0,2500,1706,793,0.6824,1,26,12,0.6842105263157895
quantum,19,390,False,50,50,0,1.0,2550,1756,793,0.6886274509803921,1,26,13,0.6666666666666666
quantum,19,400,False,50,50,0,1.0,2600,1806,793,0.6946153846153846,1,27,13,0.675
quantum,19,410,False,50,50,0,1.0,2650,1856,793,0.700377358490566,1,27,14,0.6585365853658537
quantum,19,420,False,50,50,0,1.0,2700,1906,793,0.705925925925926,1,28,14,0.6666666666666666
quantum,19,430,False,50,50,0,1.0,2750,1956,793,0.7112727272727273,1,28,15,0.6511627906976745
quantum,19,440,False,50,50,0,1.0,2800,2006,793,0.7164285714285714,1,29,15,0.6590909090909091
quantum,19,450,False,50,50,0,1.0,2850,2056,793,0.7214035087719298,1,30,15,0.6666666666666666
quantum,19,460,False,50,50,0,1.0,2900,2106,793,0.7262068965517241,1,30,16,0.6521739130434783
quantum,19,470,False,50,50,0,1.0,2950,2156,793,0.7308474576271187,1,30,17,0.6382978723404256
quantum,19,480,False,50,50,0,1.0,3000,2206,793,0.7353333333333333,1,31,17,0.6458333333333334
quantum,19,490,False,50,50,0,1.0,3050,2256,793,0.7396721311475409,1,32,17,0.6530612244897959
quantum,19,500,False,50,50,0,1.0,3100,2306,793,0.7438709677419355,1,33,17,0.66
quantum,19,510,False,50,50,0,1.0,3150,2356,793,0.7479365079365079,1,34,17,0.6666666666666666
quantum,19,520,False,50,50,0,1.0,3200,2406,793,0.751875,1,35,17,0.6730769230769231
quantum,19,530,False,50,50,0,1.0,3250,2456,793,0.7556923076923077,1,36,17,0.6792452830188679
quantum,19,540,False,50,50,0,1.0,3300,2506,793,0.7593939393939394,1,37,17,0.6851851851851852
quantum,19,550,False,50,50,0,1.0,3350,2556,793,0.7629850746268657,1,38,17,0.6909090909090909
quantum,19,560,False,50,50,0,1.0,3400,2606,793,0.7664705882352941,1,39,17,0.6964285714285714
quantum,19,570,False,50,50,0,1.0,3450,2656,793,0.7698550724637682,1,40,17,0.7017543859649122
quantum,19,580,False,50,50,0,1.0,3500,2706,793,0.7731428571428571,1,41,17,0.7068965517241379
quantum,19,590,False,50,50,0,1.0,3550,2756,793,0.7763380281690141,1,42,17,0.711864406779661
quantum,19,600,False,50,50,0,1.0,3600,2806,793,0.7794444444444445,1,43,17,0.7166666666666667
