generated,arrived,dropped,total_delay,decision_count,decision_time_total_s,loop_avoided,retry_events,drop_no_route,drop_retry_exceeded,pdr,average_delay_s,average_decision_time_s,mode,sim_seconds,decision_interval,packet_interval_s,rounds,arrived_packets,dropped_packets
3007,249,2756,677.8738688214869,0,0.0,45989,0,0,0,0.08280678417026938,0.22558198629666784,0.0,baseline,600,10,0.2,60,249,2756
3007,2346,660,427.0009595984496,60,6.578100807011651,26201,0,0,0,0.7801795809777187,0.1420495540913006,0.10963501345019419,quantum,600,10,0.2,60,2346,660
